Branch,Department,Division,Item,Qty,Total Price,Total Cost,Total Cost %,Total Profit,Total Profit %
Stories alay,,COLD BAR SECTION,ICED DOUBLE SHOT TOFFEE NUT SMALL,1.0,210.21,47.23,22.47,162.98,77.53
Stories alay,,COLD BAR SECTION,ICED LATTE LARGE,438.0,115747.75,20696.41,17.88,95051.34,82.12
Stories alay,,COLD BAR SECTION,ICED LATTE MEDIUM,2164.0,493885.88,88721.0,17.96,405164.88,82.04
Stories alay,,COLD BAR SECTION,ICED LATTE SMALL,1157.0,217423.43,28519.9,13.12,188903.53,86.88
Stories alay,,COLD BAR SECTION,ICED MATCHA LATTE LARGE,340.0,89849.85,27233.52,30.31,62616.34,69.69
Stories alay,,COLD BAR SECTION,ICED MATCHA LATTE MEDIUM,987.0,225261.26,63698.13,28.28,161563.13,71.72
Stories alay,,COLD BAR SECTION,ICED MATCHA LATTE SMALL,503.0,93549.55,23000.74,24.59,70548.81,75.41
Stories alay,,COLD BAR SECTION,ICED MOCHA LARGE,90.0,26486.49,5670.79,21.41,20815.7,78.59
Stories alay,,COLD BAR SECTION,ICED MOCHA MEDIUM,492.0,130018.02,25985.54,19.99,104032.47,80.01
Stories alay,,COLD BAR SECTION,ICED MOCHA SMALL,230.0,49069.07,7481.49,15.25,41587.58,84.75
Stories alay,,COLD BAR SECTION,ICED PEACH TEA  MEDIUM,416.0,99939.94,19787.03,19.8,80152.91,80.2
Stories alay,,COLD BAR SECTION,ICED PEACH TEA  SMALL,384.0,43303.3,13602.99,31.41,29700.31,68.59
Stories alay,,COLD BAR SECTION,ICED PEACH TEA LARGE,99.0,26756.76,6064.46,22.67,20692.3,77.33
Stories alay,,COLD BAR SECTION,ICED SALTED CARAMEL LATTE LARGE,39.0,11711.71,2871.62,24.52,8840.09,75.48
Stories alay,,COLD BAR SECTION,ICED SALTED CARAMEL LATTE MEDIUM,190.0,50210.21,11747.48,23.4,38462.73,76.6
Stories alay,,COLD BAR SECTION,ICED SALTED CARAMEL LATTE SMALL,105.0,21453.45,4163.82,19.41,17289.63,80.59
Stories alay,,COLD BAR SECTION,ICED SPANISH LATTE MEDIUM,1225.0,353153.15,68271.58,19.33,284881.57,80.67
Stories alay,,COLD BAR SECTION,ICED SPANISH LATTE SMALL,624.0,144288.29,21981.9,15.23,122306.39,84.77
Stories alay,,COLD BAR SECTION,ICED TOFFEE NUT LATTE LARGE,7.0,2102.1,544.99,25.93,1557.12,74.07
Stories alay,,COLD BAR SECTION,ICED TOFFEE NUT LATTE MEDIUM,76.0,20528.53,5062.63,24.66,15465.9,75.34
Stories alay,,COLD BAR SECTION,ICED TOFFEE NUT LATTE SMALL,15.0,3363.36,679.15,20.19,2684.21,79.81
Stories alay,,COLD BAR SECTION,ICED WHITE MOCHA LARGE,362.0,106534.53,18757.6,17.61,87776.93,82.39
Stories alay,,COLD BAR SECTION,ICED WHITE MOCHA MEDIUM,1174.0,310246.25,52151.42,16.81,258094.83,83.19
Stories alay,,COLD BAR SECTION,ICED WHITE MOCHA SMALL,641.0,122786.79,17263.49,14.06,105523.3,85.94
Stories alay,,COLD BAR SECTION,MATCHA CREAM  FRAPP SMALL,168.0,34474.47,8713.39,25.27,25761.09,74.73
Stories alay,,COLD BAR SECTION,MATCHA CREAM FRAPP LARGE,60.0,16426.43,4530.25,27.58,11896.17,72.42
Stories alay,,COLD BAR SECTION,MATCHA CREAM FRAPP MEDIUM,320.0,78348.35,21935.8,28.0,56412.55,72.0
Stories alay,,COLD BAR SECTION,MOCHA FRAPP LARGE,230.0,63033.03,17320.47,27.48,45712.56,72.52
Stories alay,,COLD BAR SECTION,MOCHA FRAPP MEDIUM,1039.0,268666.67,75852.76,28.23,192813.91,71.77
Stories alay,,COLD BAR SECTION,MOCHA FRAPP SMALL,502.0,104054.06,28965.49,27.84,75088.57,72.16
Stories alay,,COLD BAR SECTION,NO WHIPPED CREAM,244.0,0.0,-2161.96,0.0,2161.96,100.0
Stories alay,,COLD BAR SECTION,REPLACE 1 SHOT YIRGACHEFFE,187.0,11231.23,351.47,3.13,10879.76,96.87
Stories alay,,COLD BAR SECTION,REPLACE 2 SHOT YIRGACHEFFE,474.0,28468.47,1781.77,6.26,26686.7,93.74
Stories alay,,COLD BAR SECTION,REPLACE 3 SHOT YIRGACHEFFE,115.0,6906.91,648.43,9.39,6258.48,90.61
Stories alay,,COLD BAR SECTION,REPLACE ALMOND LARGE,96.0,14414.41,5370.0,37.25,9044.41,62.75
Stories alay,,COLD BAR SECTION,REPLACE ALMOND MEDIUM,353.0,42402.4,15357.95,36.22,27044.45,63.78
Stories alay,,COLD BAR SECTION,REPLACE ALMOND SMALL,243.5,21936.94,7567.1,34.49,14369.84,65.51
Stories alay,,COLD BAR SECTION,REPLACE COCONUT LARGE,69.0,6636.64,3985.05,60.05,2651.59,39.95
Stories alay,,COLD BAR SECTION,REPLACE COCONUT MEDIUM,275.5,26711.71,12375.47,46.33,14336.24,53.67
Stories alay,,COLD BAR SECTION,REPLACE COCONUT SMALL,182.0,16396.4,5839.61,35.62,10556.79,64.38
Stories alay,,COLD BAR SECTION,REPLACE LACTOSE FREE LARGE,160.0,0.0,2685.0,0.0,-2685.0,100.0
Stories alay,,COLD BAR SECTION,REPLACE LACTOSE FREE MEDIUM,1074.0,0.0,14017.94,0.0,-14017.94,100.0
Stories alay,,COLD BAR SECTION,REPLACE LACTOSE FREE SMALL,723.0,0.0,6740.47,0.0,-6740.47,100.0
Stories alay,,COLD BAR SECTION,REPLACE SKIMMED MILK LARGE,256.0,0.0,0.0,0.0,0.0,100.0
Stories alay,,COLD BAR SECTION,REPLACE SKIMMED MILK MEDIUM,1128.0,0.0,0.0,0.0,0.0,100.0
Stories alay,,COLD BAR SECTION,REPLACE SKIMMED MILK SMALL,874.0,0.0,0.0,0.0,0.0,100.0
Stories alay,,COLD BAR SECTION,REPLACE SUGAR FREE ALMOND LARGE,38.0,5705.71,2108.62,36.96,3597.09,63.04
Stories alay,,COLD BAR SECTION,REPLACE SUGAR FREE ALMOND MEDIUM,149.5,17957.96,5530.5,30.8,12427.45,69.2
Stories alay,,COLD BAR SECTION,REPLACE SUGAR FREE ALMOND SMALL,125.0,11261.26,3853.47,34.22,7407.79,65.78
Stories alay,,COLD BAR SECTION,REPLACE SUGAR FREE OAT LARGE,21.0,3153.15,1057.22,33.53,2095.93,66.47
Stories alay,,COLD BAR SECTION,REPLACE SUGAR FREE OAT MEDIUM,156.0,18738.74,5235.75,27.94,13502.99,72.06
Stories alay,,COLD BAR SECTION,REPLACE SUGAR FREE OAT SMALL,99.0,8918.92,2768.91,31.05,6150.01,68.95
Stories alay,,COLD BAR SECTION,REPLACE SUGAR FREE SOYA LARGE,25.0,3753.75,1174.69,31.29,2579.07,68.71
Stories alay,,COLD BAR SECTION,REPLACE SUGAR FREE SOYA MEDIUM,28.0,3363.36,877.1,26.08,2486.26,73.92
Stories alay,,COLD BAR SECTION,REPLACE SUGAR FREE SOYA SMALL,22.0,1981.98,574.29,28.98,1407.69,71.02
Stories alay,,COLD BAR SECTION,SALTED CARAMEL CREAM FRAPPE LARGE,6.0,1801.8,539.95,29.97,1261.85,70.03
Stories alay,,COLD BAR SECTION,SALTED CARAMEL CREAM FRAPPE MEDIUM,54.0,14594.59,4239.56,29.05,10355.04,70.95
Stories alay,,COLD BAR SECTION,SALTED CARAMEL CREAM FRAPPE SMALL,33.0,6726.73,2066.62,30.72,4660.11,69.28
Stories alay,,COLD BAR SECTION,SALTED CARAMEL FRAPPE LARGE,27.0,8108.11,2908.25,35.87,5199.85,64.13
Stories alay,,COLD BAR SECTION,SALTED CARAMEL FRAPPE MEDIUM,205.0,55405.41,19727.42,35.61,35677.98,64.39
Stories alay,,COLD BAR SECTION,SALTED CARAMEL FRAPPE SMALL,91.0,17777.78,6505.15,36.59,11272.62,63.41
Stories alay,,COLD BAR SECTION,SIGNATURE ICED CHOCOLATE LARGE,20.0,5885.89,2107.66,35.81,3778.22,64.19
Stories alay,,COLD BAR SECTION,SIGNATURE ICED CHOCOLATE MEDIUM,160.0,42282.28,13970.5,33.04,28311.78,66.96
Stories alay,,COLD BAR SECTION,SIGNATURE ICED CHOCOLATE SMALL,134.0,24420.42,8893.92,36.42,15526.5,63.58
Stories alay,,COLD BAR SECTION,STRAWBERRY CREAM FRAPP LARGE,182.0,49669.67,13417.82,27.01,36251.85,72.99
Stories alay,,COLD BAR SECTION,STRAWBERRY CREAM FRAPP MEDIUM,992.0,263279.28,70852.05,26.91,192427.24,73.09
Stories alay,,COLD BAR SECTION,STRAWBERRY CREAM FRAPP SMALL,908.0,162966.97,48623.3,29.84,114343.66,70.16
Stories alay,,COLD BAR SECTION,STRAWBERRY DRIZZLE TOPPING,81.0,2432.43,610.48,25.1,1821.95,74.9
Stories alay,,COLD BAR SECTION,STRAWBERRY SHAKE,6.0,1981.98,907.17,45.77,1074.81,54.23
Stories alay,,COLD BAR SECTION,TOFFEENUT CREAM  FRAP LARGE,3.0,900.9,224.22,24.89,676.68,75.11
Stories alay,,COLD BAR SECTION,TOFFEENUT CREAM  FRAP MEDIUM,19.0,5135.14,1281.58,24.96,3853.56,75.04
Stories alay,,COLD BAR SECTION,TOFFEENUT CREAM  FRAP SMALL,16.0,3843.84,803.88,20.91,3039.96,79.09
Stories alay,,COLD BAR SECTION,TOFFEENUT FRAP LARGE,6.0,1801.8,493.26,27.38,1308.54,72.62
Stories alay,,COLD BAR SECTION,TOFFEENUT FRAP MEDIUM,55.0,14864.87,4120.7,27.72,10744.17,72.28
Stories alay,,COLD BAR SECTION,TOFFEENUT FRAP SMALL,22.0,5285.29,1310.64,24.8,3974.65,75.2
Stories alay,,COLD BAR SECTION,VANILLA CREAM FRAPP LARGE,76.0,20780.78,4621.67,22.24,16159.11,77.76
Stories alay,,COLD BAR SECTION,VANILLA CREAM FRAPP MEDIUM,402.0,99279.28,23521.27,23.69,75758.01,76.31
Stories alay,,COLD BAR SECTION,VANILLA CREAM FRAPP SMALL,278.0,47927.93,12144.49,25.34,35783.44,74.66
Stories alay,,COLD BAR SECTION,VANILLA FRAP SMALL,109.0,22912.91,5778.86,25.22,17134.05,74.78
Stories alay,,COLD BAR SECTION,VANILLA FRAPP LARGE,34.0,9399.4,2321.58,24.7,7077.82,75.3
Stories alay,,COLD BAR SECTION,VANILLA FRAPP MEDIUM,238.0,58588.59,15703.45,26.8,42885.14,73.2
Stories alay,,COLD BAR SECTION,WHITE MOCHA CREAM FRAPP LARGE,26.0,7117.12,1545.49,21.72,5571.63,78.28
Stories alay,,COLD BAR SECTION,WHITE MOCHA CREAM FRAPP MEDIUM,122.0,29729.73,6971.22,23.45,22758.51,76.55
Stories alay,,COLD BAR SECTION,WHITE MOCHA CREAM FRAPP SMALL,48.0,9249.25,2053.07,22.2,7196.18,77.8
Stories alay,,COLD BAR SECTION,WHITE MOCHA FRAPP LARGE,61.0,16546.55,4081.65,24.67,12464.9,75.33
Stories alay,,COLD BAR SECTION,WHITE MOCHA FRAPP MEDIUM,264.0,64384.38,17057.41,26.49,47326.98,73.51
Stories alay,,COLD BAR SECTION,WHITE MOCHA FRAPP SMALL,89.0,17447.45,4637.26,26.58,12810.19,73.42
Stories alay,,COLD BAR SECTION,Total By Division:,57855.25,886751.51,2109769.92,23.79,6757745.16,76.21
Stories alay,,GRAB&GO BEVERAGES,APPLE JUICE,66.0,11099.1,4320.71,38.93,6778.39,61.07
Stories alay,,GRAB&GO BEVERAGES,LEMON JUICE,178.0,29933.93,13201.49,44.1,16732.45,55.9
Stories alay,,GRAB&GO BEVERAGES,MAWARDI JUICE,95.0,15975.98,6219.21,38.93,9756.77,61.07
Stories alay,,GRAB&GO BEVERAGES,ORANGE JUICE,519.0,87279.28,33976.51,38.93,53302.77,61.07
Stories alay,,GRAB&GO BEVERAGES,POMEGRANATE JUICE,72.0,12108.11,6918.91,57.14,5189.2,42.86
Stories alay,,GRAB&GO BEVERAGES,RIM SPARKLING WATER-,409.0,29477.48,8611.13,29.21,20866.34,70.79
Stories alay,,250 ML,SAN BENEDETTO CLEMENTINE 330ML/24,157.0,26402.4,6756.34,25.59,19646.07,74.41
Stories alay,,250 ML,SAN BENEDETTO GLASS 250ML/24,129.0,17819.82,5259.54,29.52,12560.28,70.48
Stories alay,,250 ML,SAN BENEDETTO LEMON 330ML/24,154.0,25897.9,6627.23,25.59,19270.66,74.41
Stories alay,,250 ML,WATER,14553.0,611837.81,66702.47,10.9,545135.34,89.1
Stories alay,,250 ML,Total By Division:,16332.0,867831.8,158593.54,18.27,709238.26,81.73
Stories alay,,HOT BAR SECTION,ADD BOMBAY CHAI TEA BAG,8.0,336.34,173.58,51.61,162.76,48.39
Stories alay,,HOT BAR SECTION,ADD EARL GREY LAVENDER  BAG,205.0,8618.62,3613.9,41.93,5004.72,58.07
Stories alay,,HOT BAR SECTION,ADD ENGLISH BREAKFAST TEA BAG,14.0,588.59,246.8,41.93,341.79,58.07
Stories alay,,HOT BAR SECTION,ADD GOLDEN CHAMOMILE HERBAL TEA BAG,10.0,420.42,176.29,41.93,244.13,58.07
Stories alay,,HOT BAR SECTION,ADD GREEN TEA BAG,9.0,486.49,158.66,32.61,327.83,67.39
Stories alay,,HOT BAR SECTION,ADD LEMONGRASS&ORANGE TEA BAG,17.0,714.71,299.69,41.93,415.03,58.07
Stories alay,,HOT BAR SECTION,ADD MEDITERRANEAN CARAMEL TEA BAG,7.0,294.29,123.4,41.93,170.89,58.07
Stories alay,,HOT BAR SECTION,ADD SOUTHERN MINT HERBAL TEA BAG,6.0,252.25,108.04,42.83,144.21,57.17
Stories alay,,HOT BAR SECTION,ADD SWEET GINGER PEACH BLACK  TEA BAG,10.0,420.42,176.29,41.93,244.13,58.07
Stories alay,,HOT BAR SECTION,AMERICAN COFFEE BEANS 250G,3.0,1441.44,716.0,49.67,725.44,50.33
Stories alay,,HOT BAR SECTION,AMERICANO LARGE,144.0,34594.59,8090.02,23.39,26504.57,76.61
Stories alay,,HOT BAR SECTION,AMERICANO MEDIUM,639.0,143081.08,29388.2,20.54,113692.88,79.46
Stories alay,,HOT BAR SECTION,AMERICANO SMALL,1210.0,234630.63,42214.31,17.99,192416.32,82.01
Stories alay,,HOT BAR SECTION,BLACK COFFEE LARGE,195.0,45021.02,15203.43,33.77,29817.59,66.23
Stories alay,,HOT BAR SECTION,BLACK COFFEE MEDIUM,1332.0,267747.75,86052.03,32.14,181695.72,67.86
Stories alay,,HOT BAR SECTION,BLACK COFFEE SMALL,3248.5,527225.22,168164.26,31.9,359060.96,68.1
Stories alay,,HOT BAR SECTION,BOMBAY CHAI BLACK TEA MEDIUM,54.0,8744.74,2219.75,25.38,6525.0,74.62
Stories alay,,HOT BAR SECTION,CAPPUCCINO LARGE,165.0,43603.6,11004.25,25.24,32599.36,74.76
Stories alay,,HOT BAR SECTION,CAPPUCCINO MEDIUM,828.0,188972.97,36717.86,19.43,152255.11,80.57
Stories alay,,HOT BAR SECTION,CAPPUCCINO SMALL,1153.0,201171.17,36301.29,18.04,164869.88,81.96
Stories alay,,HOT BAR SECTION,CARAMEL MACCHIATO LARGE,74.0,21777.78,6027.94,27.68,15749.83,72.32
Stories alay,,HOT BAR SECTION,CARAMEL MACHIATO MEDIUM,833.0,220132.13,52386.41,23.8,167745.73,76.2
Stories alay,,HOT BAR SECTION,CARAMEL MACHIATO SMALL,698.0,147663.66,30528.0,20.67,117135.67,79.33
Stories alay,,HOT BAR SECTION,CLASSIC HOT CHOC LARGE,41.0,12066.07,3381.31,28.02,8684.76,71.98
Stories alay,,HOT BAR SECTION,CLASSIC HOT CHOC MEDIUM,488.0,128960.96,31646.26,24.54,97314.7,75.46
Stories alay,,HOT BAR SECTION,CLASSIC HOT CHOC SMALL,604.0,135795.79,30164.7,22.21,105631.09,77.79
Stories alay,,HOT BAR SECTION,DOUBLE ESPRESSO,1774.0,350666.67,37230.68,10.62,313435.99,89.38
Stories alay,,HOT BAR SECTION,DOUBLE ESPRESSO MAC,62.0,11171.17,1717.36,15.37,9453.81,84.63
Stories alay,,HOT BAR SECTION,DOUBLE LONGO,186.0,33513.51,5253.09,15.67,28260.42,84.33
Stories alay,,HOT BAR SECTION,EARL GREY LAVENDER TEA MEDIUM,266.0,40024.02,9852.16,24.62,30171.86,75.38
Stories alay,,HOT BAR SECTION,ENGLISH BREAKFAST TEA MEDIUM,253.0,39519.52,9370.67,23.71,30148.85,76.29
Stories alay,,HOT BAR SECTION,ESPRESSO,1390.0,220576.58,16395.99,7.43,204180.59,92.57
Stories alay,,HOT BAR SECTION,FLAT WHITE,624.0,119513.51,23080.8,19.31,96432.72,80.69
Stories alay,,HOT BAR SECTION,GOLDEN CHAMOMILE HERBAL TEA MEDIUM,156.0,26066.07,5777.96,22.17,20288.1,77.83
Stories alay,,HOT BAR SECTION,HOT DOUBLE SHOT LARGE,35.0,11351.35,3295.61,29.03,8055.74,70.97
Stories alay,,HOT BAR SECTION,HOT DOUBLE SHOT MEDIUM,287.0,75843.84,21337.41,28.13,54506.43,71.87
Stories alay,,HOT BAR SECTION,HOT DOUBLE SHOT SMALL,306.0,64816.82,16513.27,25.48,48303.55,74.52
Stories alay,,HOT BAR SECTION,HOT DOUBLE SHOT TOFFEE NUT MEDIUM,6.0,1765.77,555.63,31.47,1210.13,68.53
Stories alay,,HOT BAR SECTION,HOT DOUBLE SHOT TOFFEE NUT SMALL,3.0,792.79,180.08,22.71,612.71,77.29
Stories alay,,HOT BAR SECTION,HOUSE BLEND BEANS 250G,4.0,1921.92,984.5,51.22,937.42,48.78
Stories alay,,HOT BAR SECTION,LATTE LARGE,292.0,77165.17,19474.19,25.24,57690.98,74.76
Stories alay,,HOT BAR SECTION,LATTE MEDIUM,2015.0,459879.88,102881.35,22.37,356998.52,77.63
Stories alay,,HOT BAR SECTION,LATTE SMALL,2103.0,394216.22,73269.49,18.59,320946.73,81.41
Stories alay,,HOT BAR SECTION,LEMONGRASS&ORANGE TEA MEDIUM,284.0,34138.14,10518.85,30.81,23619.29,69.19
Stories alay,,HOT BAR SECTION,MATCHA LATTE LARGE,26.0,6870.87,2483.3,36.14,4387.57,63.86
Stories alay,,HOT BAR SECTION,MATCHA LATTE MEDIUM,235.0,53633.63,18665.87,34.8,34967.76,65.2
Stories alay,,HOT BAR SECTION,MATCHA LATTE SMALL,172.0,30720.72,10795.49,35.14,19925.23,64.86
Stories alay,,HOT BAR SECTION,MEDITERRANEAN CARAMEL TEA MEDIUM,56.0,8744.74,2074.14,23.72,6670.6,76.28
Stories alay,,HOT BAR SECTION,MOCHA  LARGE,39.0,11477.48,3718.15,32.4,7759.33,67.6
Stories alay,,HOT BAR SECTION,MOCHA MEDIUM,483.0,127639.64,36107.34,28.29,91532.3,71.71
Stories alay,,HOT BAR SECTION,MOCHA SMALL,510.0,97909.91,27332.46,27.92,70577.45,72.08
Stories alay,,HOT BAR SECTION,ORGANIC GREEN TEA MEDIUM,247.0,39687.69,9148.44,23.05,30539.25,76.95
Stories alay,,HOT BAR SECTION,SALTED CARAMEL LATTE LARGE,12.0,3891.89,1168.5,30.02,2723.39,69.98
Stories alay,,HOT BAR SECTION,SALTED CARAMEL LATTE MEDIUM,149.0,39375.38,11161.38,28.35,28213.99,71.65
Stories alay,,HOT BAR SECTION,SALTED CARAMEL LATTE SMALL,150.0,30810.81,7778.97,25.25,23031.84,74.75
Stories alay,,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE LARGE,50.0,14714.71,5074.69,34.49,9640.03,65.51
Stories alay,,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE MEDIUM,672.0,177585.59,57035.74,32.12,120549.85,67.88
Stories alay,,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE SMALL,934.0,186918.92,63206.42,33.81,123712.5,66.19
Stories alay,,HOT BAR SECTION,SINGLE ESPRESSO MACC,56.0,8408.41,1036.46,12.33,7371.95,87.67
Stories alay,,HOT BAR SECTION,SINGLE LONGO,113.0,19609.61,2115.42,10.79,17494.19,89.21
Stories alay,,HOT BAR SECTION,SOUTHERN MINT HERBAL TEA MEDIUM,133.0,20180.18,4976.32,24.66,15203.86,75.34
Stories alay,,HOT BAR SECTION,SPANISH LATTE MEDIUM,766.0,225429.43,54823.57,24.32,170605.86,75.68
Stories alay,,HOT BAR SECTION,SPANISH LATTE SMALL,637.0,145345.35,32233.13,22.18,113112.22,77.82
Stories alay,,HOT BAR SECTION,STEAMED MILK LARGE,11.0,2180.18,478.14,21.93,1702.04,78.07
Stories alay,,HOT BAR SECTION,STEAMED MILK MEDIUM,175.0,29429.43,6421.27,21.82,23008.16,78.18
Stories alay,,HOT BAR SECTION,STEAMED MILK SMALL,66.4,8641.44,1947.92,22.54,6693.52,77.46
Stories alay,,HOT BAR SECTION,SWEET GINGER PEACH BLACK TEA MEDIUM,95.0,13957.96,3518.63,25.21,10439.33,74.79
Stories alay,,HOT BAR SECTION,TOFFEE NUT LATTE LARGE,28.0,9249.25,2863.94,30.96,6385.31,69.04
Stories alay,,HOT BAR SECTION,TOFFEE NUT LATTE MEDIUM,232.0,62696.7,18945.3,30.22,43751.4,69.78
Stories alay,,HOT BAR SECTION,TOFFEE NUT LATTE SMALL,203.0,44192.19,12272.44,27.77,31919.75,72.23
Stories alay,,HOT BAR SECTION,TRIPLE ESPRESSO,25.0,3993.99,927.57,23.22,3066.42,76.78
Stories alay,,HOT BAR SECTION,WHITE MOCHA LARGE,212.0,62390.39,17838.72,28.59,44551.67,71.41
Stories alay,,HOT BAR SECTION,WHITE MOCHA MEDIUM,983.0,259771.77,65234.09,25.11,194537.69,74.89
Stories alay,,HOT BAR SECTION,WHITE MOCHA SMALL,1230.0,207459.46,59036.26,28.46,148423.2,71.54
Stories alay,,HOT BAR SECTION,YIRGACHEFFE BEANS 250G,6.0,3603.6,1790.0,49.67,1813.6,50.33
Stories alay,,HOT BAR SECTION,Total By Division:,30747.9,6294227.03,1495181.84,23.75,4799045.19,76.25
Stories alay,,POP UP BEVERAGE,SALTED CARAMEL LATTE COMBO,1.0,0.0,51.86,0.0,-51.86,100.0
Stories alay,,POP UP BEVERAGE,Total By Division:,1.0,0.0,51.86,0.0,-51.86,100.0
Stories alay,,POP UP BEVERAGE,Total By Category:,104936.1,1602957.39,3763597.16,23.48,12265976.76,76.52
Stories alay,,CINNAMON ROLLS,CHOCOLATE ROLL LARGE,476.0,143423.42,27935.52,19.48,115487.9,80.52
Stories alay,,CINNAMON ROLLS,CLASSIC CINNAMON ROLL LARGE,3060.0,919969.98,153850.58,16.72,766119.4,83.28
Stories alay,,CINNAMON ROLLS,EXTRA CREAM CHEESE FROSTING MIX,31.0,930.93,305.91,32.86,625.02,67.14
Stories alay,,CINNAMON ROLLS,LOTUS ROLL,380.0,136936.94,23199.37,16.94,113737.57,83.06
Stories alay,,CINNAMON ROLLS,RED CINNAMON ROLL,95.0,31381.38,5258.21,16.76,26123.17,83.24
Stories alay,,CINNAMON ROLLS,Total By Division:,4042.0,1232642.65,210549.59,17.08,1022093.06,82.92
Stories alay,,COFFEE PASTRY,APRICOT SABLE,115.0,27627.63,10292.5,37.25,17335.13,62.75
Stories alay,,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,432.0,168648.65,106454.88,63.12,62193.77,36.88
Stories alay,,COFFEE PASTRY,BLUEBERRY MUFFIN,195.0,38648.65,8616.96,22.3,30031.69,77.7
Stories alay,,COFFEE PASTRY,BROWNIES CAKE,511.0,76726.73,33538.63,43.71,43188.09,56.29
Stories alay,,COFFEE PASTRY,CARROT CAKE,443.0,119729.73,43877.67,36.65,75852.06,63.35
Stories alay,,COFFEE PASTRY,CHOCOLATE SABLE,162.0,38918.92,19332.0,49.67,19586.92,50.33
Stories alay,,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,258.0,51135.14,12115.44,23.69,39019.7,76.31
Stories alay,,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,295.0,115165.17,71550.77,62.13,43614.39,37.87
Stories alay,,COFFEE PASTRY,LAZY CAKE,1146.0,378558.56,170945.0,45.16,207613.56,54.84
Stories alay,,COFFEE PASTRY,LOTUS CHEESE CAKE,262.0,102282.28,63174.54,61.76,39107.75,38.24
Stories alay,,COFFEE PASTRY,ORANGE CAKE,129.0,34864.87,7860.56,22.55,27004.3,77.45
Stories alay,,COFFEE PASTRY,RED VELVET CAKE,787.0,236336.34,117394.17,49.67,118942.17,50.33
Stories alay,,COFFEE PASTRY,RED VELVET MUFFIN_,30.0,5945.95,1172.73,19.72,4773.21,80.28
Stories alay,,COFFEE PASTRY,VANILLA MUFFIN,1.0,180.18,26.36,14.63,153.82,85.37
Stories alay,,COFFEE PASTRY,Total By Division:,4766.0,1394768.78,666352.21,47.78,728416.56,52.22
Stories alay,,COOKIES,GINGERBREAD COOKIES,1.0,300.3,99.34,33.08,200.96,66.92
Stories alay,,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,206.0,61861.86,18437.0,29.8,43424.86,70.2
Stories alay,,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,167.0,50150.15,14946.5,29.8,35203.65,70.2
Stories alay,,COOKIES,Total By Division:,374.0,112312.31,33482.85,29.81,78829.47,70.19
Stories alay,,CROISSANT,ALMOND CROISSANT,374.0,83111.11,35704.53,42.96,47406.58,57.04
Stories alay,,CROISSANT,CHEESE CROISSANT,892.0,187507.51,74511.73,39.74,112995.78,60.26
Stories alay,,CROISSANT,CHOCOLATE CROISSANT,568.0,119399.4,47446.93,39.74,71952.47,60.26
Stories alay,,CROISSANT,PLAIN CROISSANT,2.0,360.36,145.71,40.43,214.65,59.57
Stories alay,,CROISSANT,THYME CROISSANT,316.0,56936.94,24511.07,43.05,32425.87,56.95
Stories alay,,CROISSANT,Total By Division:,2152.0,447315.32,182319.97,40.76,264995.35,59.24
Stories alay,,FRENCH PASTRY,CHOCOLATE SALTED CAKE,331.0,109339.34,47399.2,43.35,61940.14,56.65
Stories alay,,FRENCH PASTRY,CHRISTMAS ORIGINAL ECLAIR,95.0,26486.49,18138.67,68.48,8347.82,31.52
Stories alay,,FRENCH PASTRY,CHRISTMAS PISTACHIO ECLAIR,8.0,2882.88,1527.47,52.98,1355.42,47.02
Stories alay,,FRENCH PASTRY,ECLAIR CARAMEL,214.0,57837.84,28091.07,48.57,29746.77,51.43
Stories alay,,FRENCH PASTRY,ECLAIR CHOCOLAT,337.0,91081.08,44236.87,48.57,46844.22,51.43
Stories alay,,FRENCH PASTRY,ECLAIR COFFEE,31.0,8378.38,4069.27,48.57,4309.11,51.43
Stories alay,,FRENCH PASTRY,ECLAIR ORIGINAL,226.0,61081.08,29666.27,48.57,31414.82,51.43
Stories alay,,FRENCH PASTRY,FONDANT AU CHOCOLAT,511.0,184144.14,106713.83,57.95,77430.31,42.05
Stories alay,,FRENCH PASTRY,MACARONS,163.0,44054.05,23900.83,54.25,20153.23,45.75
Stories alay,,FRENCH PASTRY,TARTE AU CHOCOLAT,118.0,31891.89,16193.53,50.78,15698.36,49.22
Stories alay,,FRENCH PASTRY,Total By Division:,2034.0,617177.18,319936.99,51.84,297240.19,48.16
Stories alay,,FROZEN YOGHURT,BLUEBERRIES,131.0,9441.44,3908.17,41.39,5533.27,58.61
Stories alay,,FROZEN YOGHURT,BLUEBERRIES COMBO,8284.0,0.0,247139.33,0.0,-247139.33,100.0
Stories alay,,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,874.1,341240.24,74185.2,21.74,267055.04,78.26
Stories alay,,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,1647.7,554458.26,106429.12,19.2,448029.14,80.8
